License Number;Entity Name;Camis Trade Name;Address Bldg;Address Street Name;Address Location;Address City
1185798;T & Z LAUNDROMAT CORPORATION;KLEAN & KLEANER LAUNDROMAT;13-15;BEACH CHANNEL DRIVE;;QUEENS
1186429;ABREU, RAMONA;EBONY LAUNDROMAT;551;ONDERDONK AVENUE;;RIDGEWOOD
1186737;BI BEST LAUNDROMAT, INC;;2510;WHITE PLAINS ROAD;;BRONX
1188201;MALAVE, EDWIN & MALAVE, GLADYS;M & J LAUNDROMAT;1159;BLAKE AVENUE;;BROOKLYN
1188781;RAINBOW DROP LAUNDROMAT, INC;;97-22;CORONA AVENUE;;QUEENS
1188850;K & D QUALITY SUDS INC.;;114-29;135TH AVENUE;;SOUTH OZONE PK
1190089;SARAH N SHELLY, INC.;;1107;CYPRESS AVENUE;;RIDGEWOOD
1192282;AZUL-34 LLC;;33-18;34TH STREET;;ASTORIA
1193186;MURRAY HILL LAUNDROMAT INC;;40-02; 150 STREET;;QUEENS
1199415;LANE CLEANERS CORP;;164-10;69TH AVENUE;;FRESH MEADOWS
1200846;50-14 ROOSEVELT AVENUE LLC;LAUNDRY CITY;50-18;ROOSEVELT AVENUE;;WOODSIDE
1202882;BROTHER LAUNDROMAT INC;;341;OCEAN AVENUE;;BROOKLYN
1203257;ZHENG, XIN ZUI;ZHENG'S LAUNDROMAT;83-35;BROADWAY;;QUEENS
1204731;NEW PAK LUCKY STAR LAUNDROMAT, INC;;661;CONEY ISLAND AVENUE;;BROOKLYN
1205137;HON-DA LAUNDROMAT, INC.;;86-07;ROCKAWAY BEACH BOULEVARD;;ROCKAWAY BEACH
1206656;ZENG'S LAUNDROMAT, INC;;1702-12;EAST   16 STREET;;BROOKLYN
1211821;CL LAUNDROMAT INC;;104-02;FLATLANDS AVENUE;;BROOKLYN
1211934;CONNECTICUT CORP.;FARMERS LAUNDROMAT;136-33;FARMERS BOULEVARD;;SPRINGFIELS GDS
1211974;QL LAUNDROMAT INC;;3921;   7 AVENUE;;BROOKLYN
1214433;FEI DA LAUNDROMAT INC;;4416;   4 AVENUE;;BROOKLYN
1215143;A R J SERVICES INC;;215-217;EAST 84TH STREET;;NEW YORK
1215667;LAUNDRY MART, INC.;;1060;WOODYCREST AVENUE;;BRONX
1216087;LI, XIAN QIN;LI'S 11 AVE. LAUNDROMAT;6412;  11 AVENUE;;BROOKLYN
1216803;PAI, TA-KUANG;PAI LAUNDROMAT;45-25;PARSONS BOULEVARD;;FLUSHING
1217108;MANNAN, ABDUL;AAA WASH & CLEAN;89-04;ELIOT AVENUE;;REGO PARK
1217326;PROSPECT LAUNDROMAT, INC.;;223;PROSPECT PARK WEST;;BROOKLYN
1217785;FIONA LAUNDROMAT, INC.;;4517;AVENUE L;;BROOKLYN
1218207;SAWO, DOROTHY J;CLASSON LAUNDRY;1066;FULTON STREET;;BROOKLYN
1218825;8004 5TH AVE LAUNDRY INC;;8003;   5 AVENUE;;BROOKLYN
1223345;S&M QUALITY LAUNDROMAT, INC.;;74-36;JAMAICA AVENUE;;WOODHAVEN
1224513;DONG, LIN;48 LAUNDROMAT;48;HESTER STREET;;NEW YORK
1225776;FAMILY STOP & WASH LAUNDROMAT INC.;;5910;   7 AVENUE;;BROOKLYN
1225918;SACK A SUDS INC.;;1062;MORRIS PARK AVENUE;;BRONX
1225936;192 LAUNDROMAT INC;;40-48;192 STREET;;FLUSHING
1226551;WHITESTONE LAUNDROMAT (NY) INC.;;Dec/41; 150 STREET;;WHITESTONE
1230685;JMB CAPITAL SUCCESS, INC.;;7708;  17 AVENUE;;BROOKLYN
1232807;CIAMPA NORTH LLC;;132-27;  14 AVENUE;;QUEENS
1232907;PARK & LEE LAUNDROMAT INC.;;700;SOUTHERN BOULEVARD;;BRONX
1235158;OWM GROUP INC.;;41-02;30TH AVENUE;;ASTORIA
1235199;57TH AVENUE, LLC;START FRESH LAUNDRAY;85-27;  57 AVENUE;;ELMHURST
1235575;MDV LAUNDROMAT INC.;;1720;BOONE AVENUE;;BRONX
1236711;XIAO, XIU YUN;LUCKY LAUNDRY;210;KNICKERBOCKER AVENUE;;BROOKLYN
1242597;PJE LAUNDROMAT, INC.;;760;ASTOR AVENUE;;BRONX
1246592;OI WAH LAUNDROMAT INC.;;41-04; 102 STREET;;CORONA
1247635;DAHWAN NY ENTERPRISES, INC;;37-22;ASTORIA BOULEVARD;;ASTORIA
1248750;FA FA LAUNDROMAT, INC;;361;ST NICHOLAS AVENUE;;RIDGEWOOD
1249280;SOUNDVIEW LAUNDROMAT, INC.;;263;SOUNDVIEW AVENUE;;BRONX
1250302;G. VENENOSO SERVICES INC.;GENO'S LAUNDROMAT;30-93;  37 STREET;;QUEENS
1250695;ARCE, ALEJANDRO;PENNY'S LAUNDROMAT;166;NICHOLS AVENUE;;BROOKLYN
1256235;SHUN FA TRADING (USA) INC;;828;LAFAYETTE AVENUE;;BROOKLYN
1195521;ANGEL'S LAUNDROMAT CORP;;92-18;ROOSEVELT AVENUE;;QUEENS
1199188;JIANG, NAI YAN;JIANG'S LAUNDRY AND DRY CLEAN;144-25;JAMAICA AVENUE;;JAMAICA
1200034;34 LAUNDROMAT, INC;;34;LORRAINE STREET;;BROOKLYN
1200435;MAGIC COIN LAUNDROMAT, INC;;1660;SOUTHERN BOULEVARD;;BRONX
1201973;PEACE CLEAN WORLD, INC;;590;MORRIS AVENUE;;BRONX
1202673;1920-22 MCDONALD AVE. LAUNDROMAT, INC.;;1916;MCDONALD AVENUE;;BROOKLYN
1206355;VIEWPARK LAUNDRY ASSOCIATES, INC.;;204;   5 AVENUE;;BROOKLYN
1207214;AVENUE 24 LAUNDRY INC;;27-03;24 AVENUE;27-03 & 27-05;ASTORIA
1208776;YOGI LAUNDROMAT, INC.;;98-36; 212 STREET;;QUEENS VILLAGE
1212059;THE HIGHEST LAUNDROMAT, INC.;;1093;SAINT NICHOLAS AVENUE;;NEW YORK
1212158;YA ZHEN, NI;TOP CLEAN LAUNDRY;1828;FLATBUSH AVENUE;;BROOKLYN
1213497;L J EVER BEST, INC.;;5801;6 AVENUE;;BROOKLYN
1214550;THE NEW LEFRAK CITY LAUNDROMAT, INC.;;96-01;  57 AVENUE;;CORONA
1214744;SUN'S DRY CLEANERS & TAILORS INC;;1936;BATH AVENUE;;BROOKLYN
1216054;WASH-BRITE INC;;1827;HOBART AVENUE;;BRONX
1216305;LIU, SHU KWONG T;ONE STOP LAUNDROMAT;590;AMSTERDAM AVENUE;;NEW YORK
1216738;JCK HOLDING CO, INC.;MR. CLEAN;1503;LEXINGTON AVENUE;;NEW YORK
1216794;OTTEY, ERIC L;SUDD LAUNDROMAT;208;TAPSCOTT STREET;;BRROOKLYN
1216816;206 HOLLIS LAUNDROMAT, LLC;;206-06;HOLLIS AVENUE;;QUEENS VILLAGE
1217847;SPIN CITY CLEANERS, LLC.;;176-180;AVENUE B;;NEW YORK
1217863;HIGH TECH LAUNDROMAT SERVICE CORP;;628;REMSEN AVENUE;;BROOKLYN
1220571;MAGUY LAUNDROMAT, INC.;;4204;AVENUE J;;BROOKLYN
1221837;CHEN, CHENG FU & LIN, YI ZHEN;570 LAUNDROMAT;570;FLATBUSH AVENUE;;BROOKLYN
1223688;CASTLE HILL LAUNDROMAT II L.L.C.;;680;CASTLE HILL AVENUE;;BRONX
1224538;MOHAMED KHALID KHAN;REGINA'S LAUNDROMAT;184;NORMAN AVENUE;;BROOKLYN
1224780;S & T LAUNDROMAT CORP.;;1309;ROSEDALE AVENUE;;BRONX
1231995;A & R HILLSIDE AVE INC;;220-40;HILLSIDE AVENUE;;JAMAICA
1234524;EL MUNDO LAUNDROMAT CORP.;;1612;ST NICHOLAS AVENUE;;NEW YORK
1236602;E.J.A.LAUNDROMAT INC.;;5523;GLENWOOD ROAD;;BROOKLYN
1240129;GUAN, MEI ZHU;LI LI LAUDROMAT;42-15; 162 STREET;;FLUSHING
1241702;ATLANTIS SUPER WASH CENTER INC.;;873;BEDFORD AVENUE;;BROOKLYN
1243962;138 LAUNDROMAT LLC;;138-42;  86 AVENUE;;BRIARWOOD
1247679;Z & Z LAUNDROMAT INC.;;165;EAST  170 STREET;;BRONX
1248191;EVERYDAY SHINE LAUNDROMAT INC;;5116;   8 AVENUE;;BROOKLYN
1250547;42-63 PING AN LAUNDROMAT INC.;;42-63;MAIN STREET;1/FL;FLUSHING
1250734;L & Q LAUNDROMAT INC;;1165;FULTON STREET;;BROOKLYN
1250879;PHOENIX LAUNDROMAT, INC.;;199;   1 AVENUE;;NEW YORK
1251033;AQUAPURA, INC;;3402;FULTON STREET;;BROOKLYN
1251321;NICK LAUNDROMAT & CLEANER INC.;;1142;   2 AVENUE;;NEW YORK
1253736;MOBILE LAUNDROMAT OF RIDGEWOOD INC;;609;WOODWARD AVENUE;;RIDGEWOOD
1254451;YANG, HAI QI;ANNA LAUNDROMAT;136-21;  41 AVENUE;FIRST FLOOR;FLUSHING
1260200;POG CLEANERS CORP;GREAT SCOT CLEANERS;156-50;NORTHERN BOULEVARD;;FLUSHING
1260434;CRYSTAL CLEANERS YE, INC;;350;EAST   20 STREET;;NEW YORK
1261203;NEW RAINBOW LAUNDROMAT INC;;49-16;  30 AVENUE;;WOODSIDE
1265902;DNC LAUNDROMAT INC.;;35-02; 108 STREET;;CORONA
1267690;EURO-FRENCH CLEANERS CORP;;3706;   3 AVENUE;;BRONX
1273916;SUPER 1665 LAUNDROMAT, INC.;;1665;   1 AVENUE;;NEW YORK
1274485;NEW SNM LAUNDROMAT, INC;;79-03;MAIN STREET;;QUEENS
1274755;HANDSOMELY DONE CLEANERS, INC.;;9317;CHURCH AVENUE;;BROOKLYN
1274867;CRISTAL BUBBLE LAUNDROMAT INC;;2683;EAST   14 STREET;;BROOKLYN
1275107;PRINCE, BARRY B.;PARKWAY LAUNDROMAT;1382;EASTERN PARKWAY;;BROOKLYN
1275141;DAY FLOWER LAUNDROMAT INC;;551;EVERGREEN AVENUE;;BROOKLYN
1275248;ICEBERG 13 CORP;;2345;WASHINGTON AVENUE;;BRONX
1275258;NEW LAVAMAX LAUNDROMAT, INC.;LONGWOOD LAUNDROMAT;860;LONGWOOD AVENUE;;BRONX
1216861;JIANG, RUI FANG;NEW QUEENS VILLAGE LAUNDROMAT;215-34;HILLSIDE AVENUE;;QUEENS VILLAGE
1216908;9122 LAUNDROMAT, LLC.;QUALITY LAUNDROMAT;9122;   3 AVENUE;;BROOKLYN
1216940;ZHU, XIU-CHUN;GOOD NEIGHBOR LAUNDROMAT;91-10;  31 AVENUE;;QUEENS
1217000;CONCOURSE CLEANERS INC;;2100;GRAND CONCOURSE;;BRONX
1217983;LIAO, ZHEN H;L & Z LAUNDRY;40-15;  48 AVENUE;;SUNNYSIDE
1218338;YANG, MI H;SPIN CITY;345;EAST  204 STREET;;BRONX
1218497;HONG WEI (N.Y.) LAUNDROMAT INC.;;43-13; 162 STREET;;FLUSHING
1218585;GREAT DRY CLEANERS INC.;;840;EAST  233 STREET;;BRONX
1219340;NEW DAY LAUNDROMAT INC.;;6205;FORT HAMILTON PARKWAY;;BROOKLYN
1220361;DING, LE ZHEN;DING'S LAUNDROMAT;271-18;UNION TURNPIKE;;QUEENS
1220746;BUSY BEE FUTURE, INC.;;93-36;  43 AVENUE;;QUEENS
1222951;TYSEN PARK LAUNDROMANT LLC;;2750;HYLAN BOULEVARD;;STATEN ISLAND
1223204;NICE BUNDLES INC.;;176;IRVING AVENUE;;BROOKLYN
1224045;LEMON LAUNDROMAT, INC.;;3440;BROADWAY;;NEW YORK
1225115;TRINH, NICK;NYC LAUNDROMAT;507;WEST  125 STREET;;NEW YORK
1227571;RUSSELL, ADRIAN D;TIP TOP LAUNDROMAT;646;THROOP AVENUE;;BROOKLYN
1232108;EXPRESS & CLEAN LAUNDROMAT INC.;;6509;  20 AVENUE;;BROOKLYN
1232249;LUO FAMILY LAUNDROMAT INC.;;146;RIDGEWOOD AVENUE;;BROOKLYN
1233190;MASPETH LAUNDROMAT INC.;;60-47;  56 ROAD;;QUEENS
1233283;KANGS LAUNDROMAT LLC;;2558;OLINVILLE AVENUE;;BRONX
1233686;NICE LAUNDROMAT INC;;6811;  11 AVENUE;;BROOKLYN
1234032;PAPPAS, CORNELIA A;ALLEN CLEANERS LAUNDROMAT;387-389;BEDFORD PARK BOULEVARD;;BRONX
1234721;PRIMETIME SIX CORP.;;4307;  14 AVENUE;;BROOKLYN
1235473;1755 CONEY ISLAND AVENUE CENTER, INC.;;1755;CONEY ISLAND AVENUE;;BROOKLYN
1238775;COPE BROTHERS LAUNDROMAT INC.;;105;SARATOGA AVENUE;;BROOKLYN
1240633;FU RONG LAUNDROMAT, INC.;;114-15;JAMAICA AVENUE;;RICHMOND HILL
1242181;FELDER & SONS, INC;PEACHES N' KLEAN;2815;FREDERICK DOUGLAS BOULEV;;NEW YORK
1243498;MORRIS LAUNDROMAT, INC;;2092;GRAND CONCOURSE;;BRONX
1244820;NEW LIFE VENTURES, INC;PAGE LAUNDROMAT;240;PAGE AVE;SUITE 104;STATEN ISLAND
1246984;THE MAT TWO, INC;;1605;YORK AVENUE;;NEW YORK
1251205;JIN FENG LAUNDRY CORP.;;3415;FULTON STREET;;BROOKLYN
1255713;NOSTRAND LAUNDROMAT, INC.;;756;NOSTRAND AVENUE;;BROOKLYN
1258800;FULTON LAUNDRY CORP;;28-35;FULTON STREET;;BROOKLYN
1259445;SEASON LAUNDROMAT INC.;;108-10;ROOSEVELT AVENUE;;CORONA
1260212;NEWCO LAUNDRY SYSTEMS I, INC;;1582;WATSON AVENUE;;BRONX
1260949;5509 HAPPY LAUNDROMAT, INC.;;5509;   4 AVENUE;STORE FRONT;BROOKLYN
1261243;GENAO, RAMON;NEW WAY LAUNDROMAT;4524;   3 AVENUE;;BROOKLYN
1261712;BAY ST. LAUNDROMAT, INC.;;852;BAY STREET;;STATEN ISLAND
1261721;VIEWPARK LAUNDRY ASSOCIATES, INC;;656;VANDERBILT AVENUE;;BROOKLYN
1262050;B & E LAUNDROMAT CENTER INC.;;53-78;  65 PLACE;;QUEENS
1263266;HU, FEI MEI;LAUNDROMAT;234;UNION AVENUE;;BROOKLYN
1264058;LI, ZHOU;IVY LAUNDROMAT;6601;  11 AVENUE;STORE;BROOKLYN
1267759;R&C 177 LAUNDRY, LLC;;171;WEST   26 STREET;;NEW YORK
1268174;S.P.J. HOLDINGS CORP.;AROUND THE CORNER LAUNDROMAT;42-10;  23 AVENUE;;QUEENS
1271015;ZHANG, ZHI QIN AND ZHANG, HUI;169 LAUNDROMAT;169;AVENUE W;;BROOKLYN
1271437;CRYSTAL LAUNDRY & DRY CLEANERS INC;;962;CONEY ISLAND AVENUE;;BROOKLYN
1272943;1791 HAPPY LAUNDROMAT INC.;;1791;WALTON AVENUE;;BRONX
1273067;LAU'S WASH & DRY INC;;123;RIVINGTON STREET;;NEW YORK
1274806;GUNHILL LAUNDERCENTER, INC;;1008;EAST GUN HILL ROAD;;BRONX
1274909;MR WASH OF KINGS HIGHWAY, INC;;137;KINGS HIGHWAY;;BROOKLYN
1274957;SMK LAUNDROMAT INC;SOAP OPERA LAUNDROMAT;251;WEST  116 STREET;;NEW YORK
1275225;DARYA LAUNDROMAT CORP;SPLASH LAUNDROMAT;615;WEST  207 STREET;;NEW YORK
1275300;SUPER SHINY USA, INC;;3522;NOSTRAND AVENUE;;BROOKLYN
1186362;SUN BRITE LAUNDROMAT INC.;;79-08;21ST AVENUE;;EAST ELMHURST
1188752;LUMIS LAUNDROMAT CORP;;40-18;83RD STREET;;ELMHURST
1194260;XERAKIAS, JOHN;GLENDALE LAUNDRY;60-52;COOPER AVENUE;;GLENDALE
1194628;GREEN LAUNDROMAT,  INC.;;110;WEST  145 STREET;;NEW YORK
1196671;KBS ENTERPRISES LTD;;94-25;ASTORIA BOULEVARD;;EAST ELMHURST
1196976;BETHEL DRY CLEANERS, INC.;;79-32;PARSONS BOULEVARD;;FLUSHING
1202813;PERUVIAN LAUNDROMAT CORP;;25-01;36TH AVENUE;;LONG ISLND CITY
1204742;795 ROCKAWAY INC;;785;ROCKAWAY AVENUE;;BROOKLYN
1205484;QU SUNRISE LAUNDROMAT, INC.;;68-41;FOREST AVENUE;;RIDGEWOOD
1208920;PACHAMAMA LAUNDROMAT II, CORP.;;352;HOOPER STREET;;BROOKLYN
1215726;KONGS LAUNDRY, INC;;1244;AVENUE U;;BROOKLYN
1215847;TIO, ANTONIUS & PANGESTU, SUSANNA;TIO'S LAUNDROMAT AND CLEANERS;364;WEST   23 STREET;;NEW YORK
1216551;WASHETERIA II CORP;;44-24;GREENPOINT AVENUE;;SUNNYSIDE
1216885;AZ FAVORITE LAUNDRY, INC.;;1643;BATH AVENUE;;BROOKLYN
1217140;WU, AI WAH;FU WAH LAUNDROMAT;7122;FORT HAMILTON PARKWAY;;BROOKLYN
1217238;PRINCE STREET CLEANERS, INC.;;26;PRINCE STREET;;NEW YORK
1217466;SUNNYSIDE LAUNDROMAT CORP;;39-15;QUEENS BOULEVARD;;SUNNYSIDE
1217541;HONG GUANG LAUNDROMAT, INC;;43-45;  41 STREET;;SUNNYSIDE
1217628;ELENA LAUNDROMAT & CLEANERS, INC.;;111-31;ROOSEVELT AVENUE;;CORONA
1217896;DURABLE LAUNDROMAT, INC.;;3046;AVENUE X;;BROOKLYN
1220076;BURNSIDE LAUNDROMAT,  INC.;;253;EAST BURNSIDE AVENUE;;BRONX
1221794;YE'S LAUNDROMAT INC.;;264;PROSPECT PARK WEST;;BROOKLYN
1227001;BROOKLYN'S LAUNDROMAT INC;;1020;EAST   92 STREET;;BROOKLYN
1228472;THANG QUAY LAM;LAM EAST SIDE LAUNDRY;1689;   1 AVENUE;;NEW YORK
1228520;LAUNDRO TIME WHITE PLAINS INC.;;4825;WHITE PLAINS RD;;BRONX
1229136;OS BUBBLES LLC;BROADWAY BUBBLES;2783;BROADWAY;;NEW YORK
1232241;CAPTAIN YANG'S LAUNDROMAT, INC.;;7204;NEW UTRECHT AVENUE;;BROOKLYN
1232785;NANCY'S LAUNDRY SERVICES, INC.;;102-18;JAMAICA AVENUE;;RICHMOND HILL
1234774;MANHATTAN10021 LLC;TODD LAYNE CLEANERS;244;EAST   77 STREET;;NEW YORK
1240346;RASHINI, YAHYA SALEH;WASH RITE LAUNDROMAT;152;PROSPECT PARK SOUTHWEST;;NEW YORK
1240458;ZHENG, SHOU TONG;NICE BUBBLE LAUNDRY;510;COURT STREET;;BROOKLYN
1245730;FULTON STREET LAUNDRY, INC.;;1618;FULTON STREET;AKA 1618-1622 FULTON STREET;BROOKLYN
1246681;FINE FAIR LAUNDRY INC.;BEEKMAN SUPER LAUNDRY;564;FLATBUSH AVENUE;;BROOKLYN
1247755;ZHENG LAUNDROMAT INC.;;7719;  13 AVENUE;;BROOKLYN
1250875;SHEN FA LAUNDROMAT INC.;;206;WYCKOFF AVENUE;AKA 358 BLEEKER STREET;BROOKLYN
1252178;BLUE WAVE LAUNDROMAT, INC.;;75;RALPH AVENUE;;BROOKLYN
1254042;ROSE & TOM'S LAUNDROMAT INC;;101-21;ROCKAWAY BOULEVARD;;QUEENS
1254236;CHANG YAO LAUNDROMAT, INC.;;4912;   4 AVENUE;;BROOKLYN
1254484;PARSONS BLVD LAUNDROMAT INC;;85-41;GRAND AVENUE;;QUEENS
1256250;COCCHI, MICHAEL & COCCHI, ANTONINA;SUNNYBRITE LAUNDROMAT;159;SAND LANE;;STATEN ISLAND
1259222;LAUNDRY CITY-VERNON BLVD, LLC;;47-45;VERNON BOULEVARD;;QUEENS
1260443;WANG, SONG FA;KINDNESS LAUNDROMAT;33-21;JUNCTION BOULEVARD;;QUEENS
1260888;CHUN TIAN LAUNDROMAT, INC.;;01/Dec;  40 AVENUE;;QUEENS
1266457;YI RAE, LLC;ANTHONY CLEANERS;355;EAST   23 STREET;;NEW YORK
1268455;NEW TODAY'S LAUNDROMAT, INC;;48-15;  31 AVENUE;;QUEENS
1270096;SHI & HUANG LAUNDROMAT, INC;;203;BOND STREET;;BROOKLYN
1271379;JLD STAR CORP;;704;   9 AVENUE;;NEW YORK
1272896;FAMILY LAUNDROMAT ON AVENUE M, CORP.;;1909;AVENUE M;;BROOKLYN
1273040;LA MODE 1ST CLEANER, INC.;;342;EAST   71 STREET;;NEW YORK
1273158;ISLAND BUBBLES, INC;;88;ROGERS AVENUE;;BROOKLYN
1273734;288 FREEDOM INC;;88-12;LIBERTY AVENUE;;OZONE PARK
1274148;KIMBERLY'S LAUNDROMAT ENTERPRISES, INC.;;1459;BEDFORD AVENUE;;BROOKLYN
1274174;MASTERS-SONS, INC;LAUNDRY LAND;32-25;BEACH CHANNEL DRIVE;;QUEENS
1245293;FOUR SISTERS LAUNDROMAT, INC;;183;BEACH  116 STREET;;ROCKAWAY BEACH
1245428;NSG LAUNDROMAT, LLC;;253-23;UNION TURNPIKE;;QUEENS
1245839;BIG J'S LAUNDROMAT CORP;;172-12;HILLSIDE AVENUE;;QUEENS
1247193;CLEAN CIRCLE, INC;;1190;WEBSTER AVENUE;AKA 1210 WEBSTER AVE;BRONX
1247267;E & R LAUNDROMAT INC.;;106-02;LIBERTY AVENUE;;QUEENS
1247878;SPARKLE WASH INC.;;1580;ST JOHNS PLACE;;BROOKLYN
1248619;A & S'S JBW LAUNDROMAT INC.;;8018;  17 AVENUE;;BROOKLYN
1248796;JH & H LAUNDROMAT INC.;;91-04; 104 STREET;1 FL;RICHMOND HILL
1248994;WILLIAM'S LAUNDROMAT, INC.;;126-04; 101 AVENUE;;RICHMOND HILL
1253834;DESYY LAUNDROMAT, INC.;NO. 1 LAUNDROMAT;1430;WATSON AVENUE;;BRONX
1254467;JING FANG LAUNDROMAT INC;;170-08;JAMAICA AVENUE;;JAMAICA
1255429;HP 2 LAUNDROMAT, INC.;;44-04;  31 AVENUE;;QUEENS
1256719;NANCY'S LAUNDRY AND DRY CLEANING SERVICE LLC.;;108-14;MYRTLE AVENUE;;RICHMOND HILL
1257235;APOLLO CLEANERS INC;APOLLO EXPRESS;1019;MANHATTAN AVE;;BROOKLYN
1257474;1804 LAUNDRY CORP.;;1804;STILLWELL AVENUE;;BROOKLYN
1259148;YOON & C INC;;1205;FLATBUSH AVENUE;;BROOKLYN
1260083;TIAN AN LAUNDROMAT INC.;;40-22;GREENPOINT AVENUE;;SUNNYSIDE
1260779;L & WANG LAUNDROMAT INC;;113;   4 AVENUE;;BROOKLYN
1262250;NEW CINDY LAUNDROMAT, INC;;216;WEST  233 STREET;;BRONX
1264072;JAY CLEANERS AT 93RD INC.;JAY CLEANERS;274-276;  93 STREET;;BROOKLYN
1264784;BUBBLE AND BUBBLE, INC.;;5803;AVENUE T;;BROOKLYN
1266424;KOPAN LLC;;1394;OGDEN AVENUE;;BRONX
1268938;EMILY' S LAUNDROMAT NY INC;;32;RUTGERS STREET;;NEW YORK
1272936;LI JIA LAUNDROMAT, INC.;;1890;WATSON AVENUE;;BRONX
1273020;BI LAUNDRY INC;;656;  10 AVENUE;;NEW YORK
1273097;NY BELLEROSE LAUNDROMATE INC;;248-23;UNION TURNPIKE;;BELLEROSE
1273542;CHANYANG CORPORATION;MURRAY HILL CLEANERS & LAUNDRY;213;EAST   34 STREET;;NEW YORK
1274140;5804 LAUNDROMAT CORP;;5804;FORT HAMILTON PARKWAY;;BROOKLYN
1274181;BUBBLES & BUBBLES LAUNDROMAT CORP.;;3120;EAST TREMONT AVENUE;;BRONX
1274474;MITCHELL GARDENS CLEANERS, INC;;28-18;UNION STREET;;FLUSHING
1274737;RIDGEWOOD LAUNDROMAT, CORP.;;409;RIDGEWOOD AVENUE;;BROOKLYN
1274899;B&L FAMILY LAUNDRY INC.;;215;SAINT ANNS AVENUE;;BRONX
1275148;P & C LAUNDROMAT INC;;139;IRVING AVENUE;;BROOKLYN
1275154;H.Y.L. SUPER LAUNDROMAT LLC;;220-07;JAMAICA AVENUE;;QUEENS VILLAGE
1275252;LIN, SONG & HUANG, BI JIN;62 RED STAR LAUNDROMAT;62;HESTER STREET;;NEW YORK
1275319;TSUI, HOK KOON;U.S.A. WASH & DRY;1948;BATH AVENUE;;BROOKLYN
1275577;HSP LAUNDROMAT CORP;;345;LINDEN STREET;;BROOKLYN
1275660;LIN SUNSHINE LAUNDROMAT INC;;4111;CHURCH AVENUE;;BROOKLYN
1276177;LOS ANDES INTERNATIONAL CORP;LOS ANDES LAUNDROMAT;99-06;  37 AVENUE;;CORONA
1277888;XIA, SHENG Z;GOOD LUCK LAUNDROMAT;142-44;ROOSEVELT AVENUE;;QUEENS
1278535;PAJENA INC;;87-14; 101 AVENUE;;OZONE PARK
1279167;SING WAH LAUNDROMAT, INC;;6914;   4 AVENUE;;BROOKLYN
1280229;DDK CLEANING, INC.;;15;EAST   21 STREET;;NEW YORK
1282062;CORONA 103 LAUNDROMAT INC.;;102-38;CORONA AVENUE;;CORONA
1282207;JERRY SOAP OPERA INC.;;2816;MIDDLETOWN ROAD;;BRONX
1282367;MADISON AVENUE LAUNDRY LLC;;75;EAST  116 STREET;;NEW YORK
1282454;BRIGHT & SUNNY LAUNDRY, LLC;;1348;EAST GUNHILL ROAD;;BRONX
1282493;LUCKY CHOICE LAUNDROMAT, INC;;121-10;  14 ROAD;;COLLEGE POINT
1283883;L & K LAUNDROMAT, INC.;;7212;  18 AVENUE;;BROOKLYN
1286669;ESTRELLA LAUNDROMAT, CORP;;1500;NOSTRAND AVENUE;;BROOKLYN
1290077;EVERCLEAN LAUNDROMAT INC;;156;WEST   15 STREET;;NEW YORK
1291801;MARIA'S LAUNDROMAT, INC.;;269;EAST GUN HILL ROAD;;BRONX
1292778;HAPPY GARDEN LAUNDROMAT, INC;;59-02;MAIN STREET;;QUEENS
1294712;LAUNDRY HOUSE 4 AVE CORP;;9814;   4 AVENUE;;BROOKLYN
1275632;CATHY'S CLEANERS OF NY INC.;;96-07;  69 AVENUE;;FOREST HILLS
1275712;BISSESSAR, NEILIA P;NP LAUNDRYMART;1723;EAST  174 STREET;;BRONX
1275965;GOLD FIVE STAR LAUNDROMAT, INC;;264;SCHENECTADY AVENUE;;BROOKLYN
1276055;S & S SPARKLE LAUNDROMAT, INC;;1781;NEREID AVENUE;1781-1783 NEREID AVENUE;BRONX
1276447;HU LAUNDROMAT INC.;;1447;BEACH AVENUE;;BRONX
1276785;RYAN & JOHN INC;QUALITY II LAUNDROMAT;47-51;  47 STREET;;WOODSIDE
1276821;AN HUA LAUNDRY SERVICE, INC;;95-40;TUCKERTON STREET;;JAMAICA
1277152;CLEAN RITE CENTERS-1578 E. 233RD ST., LLC;;1578;EAST  233 STREET;;BRONX
1277305;CANARSIE 1772 LAUNDRY, LLC;;1772;ROCKAWAY PARKWAY;;BROOKLYN
1277899;AMORE MIA LAUNDROMAT INC;;75-40;METROPOLITAN AVENUE;;QUEENS
1278835;NEW P.H. LAUNDROMAT, INC;;185;IRVING AVENUE;;BROOKLYN
1281858;HU'S CLEANER, INC.;;56-02;  31 AVENUE;;WOODSIDE
1282562;110 LAUNDROMAT INC.;;91-10;  43 AVENUE;;QUEENS
1283726;NEW SUPER LAUNDROMAT, INC;;3126;DECATUR AVENUE;;BRONX
1284093;ZHENG, XIAO FENG;;353;FRANKLIN AVENUE;;BROOKLYN
1290449;PARAGON 1 LAUNDRY CORP;;7124;   5 AVENUE;;BROOKLYN
1293247;CLEAN & BRIGHT LLC;;1041;PROSPECT AVENUE;;BRONX
1294612;YUAN, BI LIAN;FU WANG LAUNDROMAT;870;CLARKSON AVENUE;;BROOKLYN
1297418;AMACHI LAUNDRY CORP;;123-17;JAMAICA AVENUE;;RICHMOND HILL
1297849;KIM, KYUNG AE;66 VICTORY LAUNDROMAT;66;VICTORY BOULEVARD;;STATEN ISLAND
